Center Name,Location (District),WhatsApp/Mobile,Source URL
জুগিয়া এবতেদায়ী মাদ্রাসা,Kushtia,+8801716845166,https://www.google.com/maps/place/%E0%A6%9C%E0%A7%81%E0%A6%97%E0%A6%BF%E0%A7%9F%E0%A6%BE+%E0%A6%8F%E0%A6%AC%E0%A6%A4%E0%A7%87%E0%A6%A6%E0%A6%BE%E0%A7%9F%E0%A7%80+%E0%A6%AE%E0%A6%BE%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%B8%E0%A6%BE/data=!4m7!3m6!1s0x39fe97d21ca542df:0xb571af4cdecad85a!8m2!3d23.9220265!4d89.1088306!16s%2Fg%2F11jg16yj1m!19sChIJ30KlHNKX_jkRWtjK3kyvcbU?authuser=0&hl=en&rclk=1
এম কে জুয়েলার,Kushtia,+8801720261760,https://www.google.com/maps/place/%E0%A6%8F%E0%A6%AE+%E0%A6%95%E0%A7%87+%E0%A6%9C%E0%A7%81%E0%A7%9F%E0%A7%87%E0%A6%B2%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x39fe971a29eb843b:0x2acee8bf364f0629!8m2!3d23.9073144!4d89.1319675!16s%2Fg%2F11pzs12063!19sChIJO4TrKRqX_jkRKQZPNr_ozio?authuser=0&hl=en&rclk=1
"DC Office, Kushtia",Kushtia,+8801710888888,"https://www.google.com/maps/place/DC+Office,+Kushtia/data=!4m7!3m6!1s0x39fe964cfe2982fb:0x5952695224f9dcfd!8m2!3d23.9016335!4d89.12021!16s%2Fg%2F1t_hxddw!19sChIJ-4Ip_kyW_jkR_dz5JFJpUlk?authuser=0&hl=en&rclk=1"
NTAMST Motor Driving School,Kushtia,+8801711153417,https://www.google.com/maps/place/NTAMST+Motor+Driving+School/data=!4m7!3m6!1s0x39febd5740317255:0xb5b8b986ebdc1c6f!8m2!3d23.8976857!4d89.1153364!16s%2Fg%2F11s7frnywh!19sChIJVXIxQFe9_jkRbxzc64a5uLU?authuser=0&hl=en&rclk=1
"Mir Mosharraf Hossain Memorial Library, Auditorium & Museum",Kushtia,,"https://www.google.com/maps/place/Mir+Mosharraf+Hossain+Memorial+Library,+Auditorium+%26+Museum/data=!4m7!3m6!1s0x39fe91499a180691:0xb0e4dd24bed58f70!8m2!3d23.8830802!4d89.1719555!16s%2Fg%2F11ckvkd4ts!19sChIJkQYYmkmR_jkRcI_VviTd5LA?authuser=0&hl=en&rclk=1"
Japan Bangladesh Foundation Kushtia Branch,Kushtia,+8801711330837,https://www.google.com/maps/place/Japan+Bangladesh+Foundation+Kushtia+Branch/data=!4m7!3m6!1s0x27bf6bb8db3b6ac5:0xa73b12dd6fc42884!8m2!3d23.9957648!4d89.5270836!16s%2Fg%2F11y03f1skv!19sChIJxWo727hrvycRhCjEb90SO6c?authuser=0&hl=en&rclk=1
TESOL Bangladesh Rangpur,Rangpur,+8801608153888,https://www.google.com/maps/place/TESOL+Bangladesh+Rangpur/data=!4m7!3m6!1s0x39e3317ae27c4cad:0x7dede285f278d949!8m2!3d25.7604273!4d89.2459021!16s%2Fg%2F11nj1nhz2q!19sChIJrUx84nox4zkRSdl48oXi7X0?authuser=0&hl=en&rclk=1
Sos English Park,Rangpur,+8801705402470,https://www.google.com/maps/place/Sos+English+Park/data=!4m7!3m6!1s0x39e32d8e3d41569b:0x76f9a55c8d3d6693!8m2!3d25.7245253!4d89.2556795!16s%2Fg%2F11gmvryvph!19sChIJm1ZBPY4t4zkRk2Y9jVyl-XY?authuser=0&hl=en&rclk=1
Imran's English Care,Rangpur,+8801757868284,https://www.google.com/maps/place/Imran%27s+English+Care/data=!4m7!3m6!1s0x39e32de707fd8ca7:0x26a5ea30988c874b!8m2!3d25.7467563!4d89.2639272!16s%2Fg%2F11g4j83gs3!19sChIJp4z9B-ct4zkRS4eMmDDqpSY?authuser=0&hl=en&rclk=1
Rangpur Japanese Language Institute (RJLI),Rangpur,+8801580298494,https://www.google.com/maps/place/Rangpur+Japanese+Language+Institute+%28RJLI%29/data=!4m7!3m6!1s0x39e32d51b1953263:0xfd4428dc54388ce7!8m2!3d25.732326!4d89.254958!16s%2Fg%2F11ysphq_yy!19sChIJYzKVsVEt4zkR54w4VNwoRP0?authuser=0&hl=en&rclk=1
রাকসা কোরিয়ান ভাষা ট্রেনিং সেন্টার,Rangpur,+8801722806059,https://www.google.com/maps/place/%E0%A6%B0%E0%A6%BE%E0%A6%95%E0%A6%B8%E0%A6%BE+%E0%A6%95%E0%A7%8B%E0%A6%B0%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A8+%E0%A6%AD%E0%A6%BE%E0%A6%B7%E0%A6%BE+%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%A8%E0%A6%BF%E0%A6%82+%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x39e32de8f1ca6d41:0x1fa156a0debdf67f!8m2!3d25.7310625!4d89.2548125!16s%2Fg%2F11tsj_5z3_!19sChIJQW3K8egt4zkRf_a93qBWoR8?authuser=0&hl=en&rclk=1
Rangpur English Learning Centre,Rangpur,+8801515258212,https://www.google.com/maps/place/Rangpur+English+Learning+Centre/data=!4m7!3m6!1s0x39e32dc71c014ad1:0xd1452f0e9a31a047!8m2!3d25.7260933!4d89.2548323!16s%2Fg%2F11sr7pt0z2!19sChIJ0UoBHMct4zkRR6Axmg4vRdE?authuser=0&hl=en&rclk=1
Makoto Japan Education,Rangpur,+8801732618282,https://www.google.com/maps/place/Makoto+Japan+Education/data=!4m7!3m6!1s0x39e32d8e46041695:0x90989da2f8994f01!8m2!3d25.732305!4d89.2545544!16s%2Fg%2F11z9x1x_y5!19sChIJlRYERo4t4zkRAU-Z-KKdmJA?authuser=0&hl=en&rclk=1
এডভাইস কোরিয়ান ল্যাংগুয়েজ সেন্টার ( AKLC) রংপুর Advice Korean language centre,Rangpur,+8801894703330,https://www.google.com/maps/place/%E0%A6%8F%E0%A6%A1%E0%A6%AD%E0%A6%BE%E0%A6%87%E0%A6%B8+%E0%A6%95%E0%A7%8B%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%A8+%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%82%E0%A6%97%E0%A7%81%E0%A7%9F%E0%A7%87%E0%A6%9C+%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0+%28+AKLC%29+%E0%A6%B0%E0%A6%82%E0%A6%AA%E0%A7%81%E0%A6%B0+Advice+Korean+language+centre/data=!4m7!3m6!1s0x39e32d469946f319:0x92f0b51c9f83fbc6!8m2!3d25.7304268!4d89.2545903!16s%2Fg%2F11vhvnv7v0!19sChIJGfNGmUYt4zkRxvuDnxy18JI?authuser=0&hl=en&rclk=1
Future it language & training Institute,Rangpur,+8801738715779,https://www.google.com/maps/place/Future+it+language+%26+training+Institute/data=!4m7!3m6!1s0x39e32d003025a975:0xdc512061faa42ea3!8m2!3d25.7438837!4d89.2641896!16s%2Fg%2F11y6g60n3l!19sChIJdaklMAAt4zkRoy6k-mEgUdw?authuser=0&hl=en&rclk=1
Yume Japanese Language Institute Rangpur,Rangpur,+8801723344991,https://www.google.com/maps/place/Yume+Japanese+Language+Institute+Rangpur/data=!4m7!3m6!1s0x39e32d0062c3bb31:0x109f2bc92627304d!8m2!3d25.7399752!4d89.2540707!16s%2Fg%2F11vs66fnbr!19sChIJMbvDYgAt4zkRTTAnJskrnxA?authuser=0&hl=en&rclk=1
Nippon Study Link,Rangpur,+8801711415791,https://www.google.com/maps/place/Nippon+Study+Link/data=!4m7!3m6!1s0x39e32d5e2d49cbab:0x6d3dfa10ff59a1f3!8m2!3d25.731144!4d89.2549011!16s%2Fg%2F11yjmcjkrv!19sChIJq8tJLV4t4zkR86FZ_xD6PW0?authuser=0&hl=en&rclk=1
BKJLC,Rangpur,+8801888113303,https://www.google.com/maps/place/BKJLC/data=!4m7!3m6!1s0x39e32d28417afdaf:0x893922d782a70672!8m2!3d25.7159421!4d89.2625858!16s%2Fg%2F11sf43p9f4!19sChIJr_16QSgt4zkRcgangtciOYk?authuser=0&hl=en&rclk=1
Pacific Academy,Rangpur,,https://www.google.com/maps/place/Pacific+Academy/data=!4m7!3m6!1s0x39e32d518111b2c3:0x59068c3b63188644!8m2!3d25.7365433!4d89.2548954!16s%2Fg%2F11v0gd11rr!19sChIJw7IRgVEt4zkRRIYYYzuMBlk?authuser=0&hl=en&rclk=1
Malishaedu,Rangpur,+8801796140064,https://www.google.com/maps/place/Malishaedu/data=!4m7!3m6!1s0x39e32de3543cd527:0x2f5774704052dca6!8m2!3d25.7499797!4d89.2564836!16s%2Fg%2F11gmwg19kw!19sChIJJ9U8VOMt4zkRptxSQHB0Vy8?authuser=0&hl=en&rclk=1
"Peace International School, Rangpur",Rangpur,+8801708554744,"https://www.google.com/maps/place/Peace+International+School,+Rangpur/data=!4m7!3m6!1s0x39e32d7e3ca025cf:0x9d6a3bd096276bee!8m2!3d25.737426!4d89.251275!16s%2Fg%2F11mz23rgtj!19sChIJzyWgPH4t4zkR7msnltA7ap0?authuser=0&hl=en&rclk=1"
স্কটিস স্কিল স্কুল,Rangpur,,https://www.google.com/maps/place/%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A6%9F%E0%A6%BF%E0%A6%B8+%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A6%BF%E0%A6%B2+%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A7%81%E0%A6%B2/data=!4m7!3m6!1s0x39e32dedcb6066ed:0x19a2fda7ca1c4454!8m2!3d25.7367746!4d89.2585114!16s%2Fg%2F11gg682dzz!19sChIJ7WZgy-0t4zkRVEQcyqf9ohk?authuser=0&hl=en&rclk=1
Dr Nabil Academy,Rangpur,0567933106,https://www.google.com/maps/place/Dr+Nabil+Academy/data=!4m7!3m6!1s0x39e33102a93d0423:0xde540c8c9a32fa85!8m2!3d25.7599577!4d89.2429421!16s%2Fg%2F11svpx2g6s!19sChIJIwQ9qQIx4zkRhfoymowMVN4?authuser=0&hl=en&rclk=1
RAMC Shopping Complex,Rangpur,+8801940047469,https://www.google.com/maps/place/RAMC+Shopping+Complex/data=!4m7!3m6!1s0x39e331f38dafe217:0xd551eebcdf40fda!8m2!3d25.7624226!4d89.2311176!16s%2Fg%2F11c329rqwk!19sChIJF-KvjfMx4zkR2g_0zeseVQ0?authuser=0&hl=en&rclk=1
Srijon,Rangpur,+8801781742391,https://www.google.com/maps/place/Srijon/data=!4m7!3m6!1s0x39e3320f45a47f75:0x65f75974ce7d091!8m2!3d25.7427577!4d89.2413969!16s%2Fg%2F11f9_9jc42!19sChIJdX-kRQ8y4zkRkdDnTJd1XwY?authuser=0&hl=en&rclk=1
Future it Language & Training Institute,Rangpur,+8801738715779,https://www.google.com/maps/place/Future+it+Language+%26+Training+Institute/data=!4m7!3m6!1s0x39e32d00657fa2d9:0x8a1d2e2159a8f60f!8m2!3d25.7434682!4d89.2510102!16s%2Fg%2F11wmds9t1f!19sChIJ2aJ_ZQAt4zkRD_aoWSEuHYo?authuser=0&hl=en&rclk=1
Unity University Admission Private Program,Rangpur,+8801722676511,https://www.google.com/maps/place/Unity+University+Admission+Private+Program/data=!4m7!3m6!1s0x39e32daa7ce6c23b:0x326fdecbcaac24ac!8m2!3d25.7253972!4d89.2545969!16s%2Fg%2F11fnrv_78m!19sChIJO8LmfKot4zkRrCSsysvebzI?authuser=0&hl=en&rclk=1
Md Shoyon Sheikh,Rangpur,+8801715393135,https://www.google.com/maps/place/Md+Shoyon+Sheikh/data=!4m7!3m6!1s0x39e32db080f1a4fd:0x1e7fd58915f63809!8m2!3d25.7326806!4d89.2548243!16s%2Fg%2F11sttlnd3w!19sChIJ_aTxgLAt4zkRCTj2FYnVfx4?authuser=0&hl=en&rclk=1
Keramotiya Jame Mosque,Rangpur,,https://www.google.com/maps/place/Keramotiya+Jame+Mosque/data=!4m7!3m6!1s0x39e3320183ae9d09:0xdf0744a48282f180!8m2!3d25.7528316!4d89.2423735!16s%2Fg%2F11_8_zm8r!19sChIJCZ2ugwEy4zkRgPGCgqREB98?authuser=0&hl=en&rclk=1
Sunbeam Job Study,Rangpur,+8801774332378,https://www.google.com/maps/place/Sunbeam+Job+Study/data=!4m7!3m6!1s0x39e32d8ddf0098bf:0xb1db303c3a5c1303!8m2!3d25.7261998!4d89.2549613!16s%2Fg%2F11f9x8jx_1!19sChIJv5gA340t4zkRAxNcOjww27E?authuser=0&hl=en&rclk=1
Icon Coaching Centar,Dinajpur,+8801733182470,https://www.google.com/maps/place/Icon+Coaching+Centar/data=!4m7!3m6!1s0x39fb53a61b8d2e2b:0xdec36fb3113e3281!8m2!3d25.6281347!4d88.642436!16s%2Fg%2F11r_5h7783!19sChIJKy6NG6ZT-zkRgTI-EbNvw94?authuser=0&hl=en&rclk=1
English Home,Dinajpur,+8801718066555,https://www.google.com/maps/place/English+Home/data=!4m7!3m6!1s0x39fb4d6145201bed:0x6bb53781623ebf51!8m2!3d25.6287183!4d88.6300301!16s%2Fg%2F11g6ml04km!19sChIJ7RsgRWFN-zkRUb8-YoE3tWs?authuser=0&hl=en&rclk=1
Rm method Dinajpur,Dinajpur,+8801796137684,https://www.google.com/maps/place/Rm+method+Dinajpur/data=!4m7!3m6!1s0x39fb530038246d0b:0x83ec1c5d7a4dbab3!8m2!3d25.6391765!4d88.6392057!16s%2Fg%2F11vr_g49jg!19sChIJC20kOABT-zkRs7pNel0c7IM?authuser=0&hl=en&rclk=1
English Academy,Dinajpur,,https://www.google.com/maps/place/English+Academy/data=!4m7!3m6!1s0x39fb4d4b7a947a0f:0xe7b234f32f430544!8m2!3d25.6236821!4d88.6295032!16s%2Fg%2F11s16ljcrd!19sChIJD3qUektN-zkRRAVDL_M0suc?authuser=0&hl=en&rclk=1
Focus Dinajpur Branch,Dinajpur,+8801601138967,https://www.google.com/maps/place/Focus+Dinajpur+Branch/data=!4m7!3m6!1s0x39fb4dc16c1eed0d:0xdf92712a0f6eae02!8m2!3d25.6318994!4d88.649329!16s%2Fg%2F11fkxc1hsp!19sChIJDe0ebMFN-zkRAq5uDypxkt8?authuser=0&hl=en&rclk=1
Tuhin's English Program,Dinajpur,+8801761074214,https://www.google.com/maps/place/Tuhin%27s+English+Program/data=!4m7!3m6!1s0x39fb530eef37d269:0x9024542305be11a!8m2!3d25.627165!4d88.6429537!16s%2Fg%2F11l9dd_gry!19sChIJadI37w5T-zkRGuFbMEJFAgk?authuser=0&hl=en&rclk=1
Rubel English Academy,Dinajpur,+8801746094234,https://www.google.com/maps/place/Rubel+English+Academy/data=!4m7!3m6!1s0x39fb4d35f3c9591b:0x8701e28060cee698!8m2!3d25.6221675!4d88.6438315!16s%2Fg%2F11f7bz92px!19sChIJG1nJ8zVN-zkRmObOYIDiAYc?authuser=0&hl=en&rclk=1
Udvash Dinajpur Branch,Dinajpur,+8801713236733,https://www.google.com/maps/place/Udvash+Dinajpur+Branch/data=!4m7!3m6!1s0x39fb538c0d85591d:0xa4d67ec504adffdf!8m2!3d25.6347291!4d88.6372841!16s%2Fg%2F11h4y5gb1k!19sChIJHVmFDYxT-zkR3_-tBMV-1qQ?authuser=0&hl=en&rclk=1
Sharma English House,Dinajpur,+8801640196211,https://www.google.com/maps/place/Sharma+English+House/data=!4m7!3m6!1s0x39fb53000368053b:0x101d76ef8031bcc5!8m2!3d25.6354938!4d88.6466783!16s%2Fg%2F11xyrds555!19sChIJOwVoAwBT-zkRxbwxgO92HRA?authuser=0&hl=en&rclk=1
Abid's English Academic Care,Dinajpur,+8801793192904,https://www.google.com/maps/place/Abid%27s+English+Academic+Care/data=!4m7!3m6!1s0x39fb4d5e98d76ccf:0xa4e214283dcef24d!8m2!3d25.6318408!4d88.6322539!16s%2Fg%2F11fn4_9lhy!19sChIJz2zXmF5N-zkRTfLOPSgU4qQ?authuser=0&hl=en&rclk=1
Lexicon Plus,Dinajpur,,https://www.google.com/maps/place/Lexicon+Plus/data=!4m7!3m6!1s0x39fb53003928aed7:0xcc5c34fa3c074cef!8m2!3d25.6320688!4d88.6492283!16s%2Fg%2F11vwk2mgsc!19sChIJ164oOQBT-zkR70wHPPo0XMw?authuser=0&hl=en&rclk=1
Ramesh job care,Dinajpur,+8801744551784,https://www.google.com/maps/place/Ramesh+job+care/data=!4m7!3m6!1s0x39fb53115c0b314f:0x4b473d82bfea966!8m2!3d25.6448203!4d88.6439377!16s%2Fg%2F11p56fmrc7!19sChIJTzELXBFT-zkRZqn-K9hztAQ?authuser=0&hl=en&rclk=1
Coaching Centre of Sazzad Sir(English),Dinajpur,,https://www.google.com/maps/place/Coaching+Centre+of+Sazzad+Sir%28English%29/data=!4m7!3m6!1s0x39fb53002c748403:0x274e642604787e08!8m2!3d25.6388656!4d88.6365494!16s%2Fg%2F11spxbk7bk!19sChIJA4R0LABT-zkRCH54BCZkTic?authuser=0&hl=en&rclk=1
"SOUTH POINT SCHOOL & COLLEGE,DINAJPUR",Dinajpur,+8801750889973,"https://www.google.com/maps/place/SOUTH+POINT+SCHOOL+%26+COLLEGE,DINAJPUR/data=!4m7!3m6!1s0x39fb53219b3fe643:0xf6d24dca5a838352!8m2!3d25.6294851!4d88.6404261!16s%2Fg%2F11rs2pklwg!19sChIJQ-Y_myFT-zkRUoODWspN0vY?authuser=0&hl=en&rclk=1"
Mashimpur Private Center,Dinajpur,+8801732676993,https://www.google.com/maps/place/Mashimpur+Private+Center/data=!4m7!3m6!1s0x39fb4df2c9f6c9a7:0xceb2b82d852df3d6!8m2!3d25.5918384!4d88.6310891!16s%2Fg%2F11j0bpq_vk!19sChIJp8n2yfJN-zkR1vMthS24ss4?authuser=0&hl=en&rclk=1
SoroBindu Office,Dinajpur,+8801889979995,https://www.google.com/maps/place/SoroBindu+Office/data=!4m7!3m6!1s0x39fb53a6901f4e9d:0xcde9497b6b6101b9!8m2!3d25.6423751!4d88.6406561!16s%2Fg%2F11t2t5tzx2!19sChIJnU4fkKZT-zkRuQFha3tJ6c0?authuser=0&hl=en&rclk=1
Pingu's English Dinajpur,Dinajpur,+8801328091491,https://www.google.com/maps/place/Pingu%27s+English+Dinajpur/data=!4m7!3m6!1s0x39fb537fa7b7dafb:0x46cfae395180e043!8m2!3d25.6189196!4d88.6352548!16s%2Fg%2F11v3qrkx4f!19sChIJ-9q3p39T-zkRQ-CAUTmuz0Y?authuser=0&hl=en&rclk=1
এফএম মেথড,Dinajpur,+8801730050217,https://www.google.com/maps/place/%E0%A6%8F%E0%A6%AB%E0%A6%8F%E0%A6%AE+%E0%A6%AE%E0%A7%87%E0%A6%A5%E0%A6%A1/data=!4m7!3m6!1s0x39fb529e13436213:0x48b6d35617b41efe!8m2!3d25.6279053!4d88.6347254!16s%2Fg%2F11c6014539!19sChIJE2JDE55S-zkR_h60F1bTtkg?authuser=0&hl=en&rclk=1
Anis Sir's English,Dinajpur,+8801717545334,https://www.google.com/maps/place/Anis+Sir%27s+English/data=!4m7!3m6!1s0x39fb53007d6ef12b:0x35cd18048aa6a6ef!8m2!3d25.6284048!4d88.6422634!16s%2Fg%2F11xzxjhhmc!19sChIJK_FufQBT-zkR76amigQYzTU?authuser=0&hl=en&rclk=1
দিনাজপুর কোরিয়ান ল্যাংগুয়েজ সেন্টার,Dinajpur,+8801329053244,https://www.google.com/maps/place/%E0%A6%A6%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%9C%E0%A6%AA%E0%A7%81%E0%A6%B0+%E0%A6%95%E0%A7%8B%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%A8+%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%82%E0%A6%97%E0%A7%81%E0%A7%9F%E0%A7%87%E0%A6%9C+%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x39fb535183916ce7:0xd70626b7a824fb42!8m2!3d25.6402158!4d88.6405436!16s%2Fg%2F11y1h670vc!19sChIJ52yRg1FT-zkRQvskqLcmBtc?authuser=0&hl=en&rclk=1
Smart English Academy,Dinajpur,+8801717013766,https://www.google.com/maps/place/Smart+English+Academy/data=!4m7!3m6!1s0x39fb530050da542b:0x10ef9e93830817b7!8m2!3d25.6247925!4d88.6351593!16s%2Fg%2F11vm6w547d!19sChIJK1TaUABT-zkRtxcIg5Oe7xA?authuser=0&hl=en&rclk=1
STANDARD ENGLISH LANGUAGE PRACTICE (SELP),Dinajpur,+8801811792000,https://www.google.com/maps/place/STANDARD+ENGLISH+LANGUAGE+PRACTICE+%28SELP%29/data=!4m7!3m6!1s0x39fb539b04dec17f:0xd0b2b58a212a697e!8m2!3d25.6142786!4d88.6463748!16s%2Fg%2F11r4q7834b!19sChIJf8HeBJtT-zkRfmkqIYq1stA?authuser=0&hl=en&rclk=1
Pre English School,Dinajpur,+8801744373959,https://www.google.com/maps/place/Pre+English+School/data=!4m7!3m6!1s0x39fb4d663dfcb55f:0xf274bc91a3a599bd!8m2!3d25.6283236!4d88.6250256!16s%2Fg%2F11g6x83hwm!19sChIJX7X8PWZN-zkRvZmlo5G8dPI?authuser=0&hl=en&rclk=1
Learning English,Dinajpur,+8801773586610,https://www.google.com/maps/place/Learning+English/data=!4m7!3m6!1s0x39fb534aad8918ed:0xc94b5053977f1db3!8m2!3d25.6246632!4d88.6425033!16s%2Fg%2F11zk1jx6zg!19sChIJ7RiJrUpT-zkRsx1_l1NQS8k?authuser=0&hl=en&rclk=1
Dinajpur Technical Training Centre,Dinajpur,+8801750746706,https://www.google.com/maps/place/Dinajpur+Technical+Training+Centre/data=!4m7!3m6!1s0x39fb52c28f2e4721:0xe3eec00fc7a667b0!8m2!3d25.6339307!4d88.6606336!16s%2Fg%2F11cp7ry2y1!19sChIJIUcuj8JS-zkRsGemxw_A7uM?authuser=0&hl=en&rclk=1
Bangladesh Language Academy,Dinajpur,+8801726132636,https://www.google.com/maps/place/Bangladesh+Language+Academy/data=!4m7!3m6!1s0x39fb4d130ed8d035:0x568858ed1a741d62!8m2!3d25.6374494!4d88.6326008!16s%2Fg%2F11fj458h3y!19sChIJNdDYDhNN-zkRYh10Gu1YiFY?authuser=0&hl=en&rclk=1
Bzaman korian language,Dinajpur,,https://www.google.com/maps/place/Bzaman+korian+language/data=!4m7!3m6!1s0x39fb5376f684b80d:0x76d2a3d1e5ef1d0e!8m2!3d25.6296907!4d88.6457034!16s%2Fg%2F11vhf7z6nz!19sChIJDbiE9nZT-zkRDh3v5dGj0nY?authuser=0&hl=en&rclk=1
CF International / সিএফ ইন্টারন্যাশনাল,Feni,+8801919141273,https://www.google.com/maps/place/CF+International+%2F+%E0%A6%B8%E0%A6%BF%E0%A6%8F%E0%A6%AB+%E0%A6%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B6%E0%A6%A8%E0%A6%BE%E0%A6%B2/data=!4m7!3m6!1s0x37536833f56e8079:0x933b47727924ba6b!8m2!3d23.0139445!4d91.3996905!16s%2Fg%2F1thkq16g!19sChIJeYBu9TNoUzcRa7okeXJHO5M?authuser=0&hl=en&rclk=1
Veyron Spoken And IELTS Centre,Feni,+8801898930248,https://www.google.com/maps/place/Veyron+Spoken+And+IELTS+Centre/data=!4m7!3m6!1s0x37536958d5d4e8f1:0x432e96dfc02179fd!8m2!3d23.0087588!4d91.3929766!16s%2Fg%2F11yv0w849q!19sChIJ8ejU1VhpUzcR_XkhwN-WLkM?authuser=0&hl=en&rclk=1
Focus ফোকাস,Feni,+8801750138975,https://www.google.com/maps/place/Focus+%E0%A6%AB%E0%A7%8B%E0%A6%95%E0%A6%BE%E0%A6%B8/data=!4m7!3m6!1s0x3753690020a0d77b:0x1e0d4124dac5a9b8!8m2!3d23.0092172!4d91.3924166!16s%2Fg%2F11y4hbz1cr!19sChIJe9egIABpUzcRuKnF2iRBDR4?authuser=0&hl=en&rclk=1
The Educatee Centre,Feni,+8801629669673,https://www.google.com/maps/place/The+Educatee+Centre/data=!4m7!3m6!1s0x37536937b17b66bb:0xa0854106849d9229!8m2!3d23.0110342!4d91.4013203!16s%2Fg%2F11js9d1bq1!19sChIJu2Z7sTdpUzcRKZKdhAZBhaA?authuser=0&hl=en&rclk=1
Leadman IT & English Institute,Feni,+8801813200127,https://www.google.com/maps/place/Leadman+IT+%26+English+Institute/data=!4m7!3m6!1s0x40518f38caae0a3b:0x37019cc4c177add8!8m2!3d23.0128892!4d91.4009043!16s%2Fg%2F11nbb1sxzm!19sChIJOwquyjiPUUAR2K13wcScATc?authuser=0&hl=en&rclk=1
Oracle BCS Feni,Feni,+8801973448839,https://www.google.com/maps/place/Oracle+BCS+Feni/data=!4m7!3m6!1s0x37536957b19c1c4d:0xe78c2e4f982cca2a!8m2!3d23.0094334!4d91.3996973!16s%2Fg%2F11p5frrckv!19sChIJTRycsVdpUzcRKsosmE8ujOc?authuser=0&hl=en&rclk=1
FENI KOREAN LANGUAGE CENTER,Feni,+8801819534532,https://www.google.com/maps/place/FENI+KOREAN+LANGUAGE+CENTER/data=!4m7!3m6!1s0x375369ff9ef65267:0xf7edf90c62d24770!8m2!3d23.0139089!4d91.3996461!16s%2Fg%2F11l5hcc4xv!19sChIJZ1L2nv9pUzcRcEfSYgz57fc?authuser=0&hl=en&rclk=1
Foreign language training centre,Feni,,https://www.google.com/maps/place/Foreign+language+training+centre/data=!4m7!3m6!1s0x375369a293556cb1:0x7e2eb215f074c82c!8m2!3d23.0119407!4d91.4030179!16s%2Fg%2F11shgcdk8g!19sChIJsWxVk6JpUzcRLMh08BWyLn4?authuser=0&hl=en&rclk=1
Moon IT Training Institute,Feni,+8801785882381,https://www.google.com/maps/place/Moon+IT+Training+Institute/data=!4m7!3m6!1s0x3753684b64dd2ec3:0xc39e07ab1aba2ef5!8m2!3d23.0152339!4d91.4003138!16s%2Fg%2F11g9nm25gv!19sChIJwy7dZEtoUzcR9S66GqsHnsM?authuser=0&hl=en&rclk=1
Yume Japan IT,Feni,+8801336683201,https://www.google.com/maps/place/Yume+Japan+IT/data=!4m7!3m6!1s0xad1115cfa5f9afe7:0x92be53ee5f463bd!8m2!3d23.0108009!4d91.4013658!16s%2Fg%2F11xdm9tm13!19sChIJ56_5pc8VEa0RvWP05T7lKwk?authuser=0&hl=en&rclk=1
"Salam's English Care, Feni.",Feni,+8801814913001,"https://www.google.com/maps/place/Salam%27s+English+Care,+Feni./data=!4m7!3m6!1s0x3753699b01faa84f:0xf60684ce1276940e!8m2!3d23.0092004!4d91.3924857!16s%2Fg%2F11kprzkvm1!19sChIJT6j6AZtpUzcRDpR2Es6EBvY?authuser=0&hl=en&rclk=1"
Moon Japanese Language Club,Feni,,https://www.google.com/maps/place/Moon+Japanese+Language+Club/data=!4m7!3m6!1s0x3753699b66f9f6c7:0x8da696305f3b6b7f!8m2!3d23.0191327!4d91.4014086!16s%2Fg%2F11kpdg_p_r!19sChIJx_b5ZptpUzcRf2s7XzCWpo0?authuser=0&hl=en&rclk=1
English Zone,Feni,+8801856484648,https://www.google.com/maps/place/English+Zone/data=!4m7!3m6!1s0x3753690bfa6bf825:0x3ed0243c72c4f0bf!8m2!3d23.0095178!4d91.3897058!16s%2Fg%2F11nr2tnwq5!19sChIJJfhr-gtpUzcRv_DEcjwk0D4?authuser=0&hl=en&rclk=1
